CUSTOMER_ID,FIRST_NAME,LAST_NAME,REGION,CITY
16547,QmTg,QmTgZmWR,AFRICA      ,ETHIOPIA 9
8414,v8d,v8d,AFRICA      ,ETHIOPIA 2
7486,99eY,99eYOo86dih,AFRICA      ,KENYA    6
337,nFx9,nFx97GcWBmUx,AFRICA      ,ALGERIA  2
541,1o,IzTSvGjwWa,AFRICA      ,ALGERIA  5
11277,BdQcZ4U8Frv545nf,XONo,AFRICA      ,KENYA    9
13258,qfFf,qfFfUAISt,AFRICA      ,KENYA    8
9703,7,xN,AFRICA      ,ALGERIA  4
12260,3y33,3y33X1Yzk6TxJI1X,AFRICA      ,KENYA    8
11078,bVFd,bVFdio7l,AFRICA      ,MOROCCO  8
2565,BSvP,BSvPT2k4tyUvEn,AFRICA      ,MOROCCO  2
13719,LxzE,LxzEX,AFRICA      ,MOZAMBIQU1
18595,921A,921AoVWpNwC,AFRICA      ,MOROCCO  4
17711,6IME,6IME0,AFRICA      ,ETHIOPIA 4
19650,Uvx1,Uvx1Lgk,AFRICA      ,ALGERIA  6
18415,4clO,4clOuDIj1VqqPvIb,AFRICA      ,MOZAMBIQU2
12204,D,fk7ojr5lcN,AFRICA      ,ALGERIA  9
19072,5EQe,5EQelBbSDG,AFRICA      ,MOROCCO  9
16947,6pGb,6pGbB,AFRICA      ,ALGERIA  8
16733,vW,dTy0yf,AFRICA      ,KENYA    6
1762,gn02,gn02,AFRICA      ,MOROCCO  5
4419,TAnt,TAntgURrugykHAD,AFRICA      ,MOZAMBIQU2
224,Xyoh,XyohwMX,AFRICA      ,MOROCCO  0
19800,GC6,GC6,AFRICA      ,MOZAMBIQU1
18662,H3Nl,H3Nl,AFRICA      ,MOZAMBIQU6
626,cnMm,cnMmU,AFRICA      ,ETHIOPIA 0
8970,QR7L,QR7LyUyivbC1b,AFRICA      ,KENYA    4
2724,B3qm,B3qm3lVCkM,AFRICA      ,KENYA    2
1164,44Ld,44Ld9EcY8Vhq4,AFRICA      ,ALGERIA  8
1837,4c,4c,AFRICA      ,KENYA    6
19077,jqY7,jqY7AK,AFRICA      ,ETHIOPIA 6
7650,1,y6sgXwuUZ6NsXO,AFRICA      ,KENYA    8
1925,B1SE,L,AFRICA      ,ALGERIA  6
18801,2XyN,2XyN,AFRICA      ,MOZAMBIQU9
11164,SIK8,SIK8Z,AFRICA      ,MOZAMBIQU3
11400,F3ou,F3ouNtQG,AFRICA      ,MOROCCO  2
1704,lWF1,lWF1,AFRICA      ,MOZAMBIQU3
17648,vDbk,vDbk,AFRICA      ,KENYA    4
15828,tiH6,K7zop1,AFRICA      ,KENYA    3
7800,2Bj,2Bjx1RsHw,AFRICA      ,ALGERIA  4
2197,g,jjTgR8Bntnxtw,AFRICA      ,ALGERIA  5
3193,H3jw,H3jw,AFRICA      ,ETHIOPIA 9
17766,Xcl,Xcl,AFRICA      ,KENYA    3
5363,Zq6B,Zq6BZdgmw7klUO,AFRICA      ,MOROCCO  8
12708,7J6V,7J6Vj6pSV,AFRICA      ,MOROCCO  0
14396,F6u8,F6u8,AFRICA      ,KENYA    5
14334,p,NEANMQu1P7BX96Yd,AFRICA      ,ETHIOPIA 4
5230,U3nw,U3nwukH,AFRICA      ,MOROCCO  0
10013,Hcce,HcceCh7pA,AFRICA      ,KENYA    5
17257,vK9I,vK9ITeFmppXUGdhTuX4x,AFRICA      ,ALGERIA  8
18301,PgYjPkRdY,0aO,AFRICA      ,ALGERIA  5
1696,kihCfeywHhQJVj,cyx,AFRICA      ,MOZAMBIQU1
19871,cRgQ,cRgQUY,AFRICA      ,MOZAMBIQU2
18694,S,i,AFRICA      ,MOROCCO  7
17532,lfm,lfm,AFRICA      ,ALGERIA  8
9879,L,uJwH,AFRICA      ,MOROCCO  0
2169,ZHXI,ZHXImH,AFRICA      ,MOZAMBIQU8
16657,SqvO,SqvOc5,AFRICA      ,ETHIOPIA 1
19844,F7,2Y9CSdrk,AFRICA      ,ALGERIA  3
8464,wk3Z,wk3Zb3TXpk,AFRICA      ,MOZAMBIQU7
6273,2nTP,2nTPhNNDXlOoNXB,AFRICA      ,ALGERIA  9
17918,8OR,WhTKfZ4TyBpYmMgpj,AFRICA      ,ETHIOPIA 3
15993,4m3L,4m3L38XmZ,AFRICA      ,ETHIOPIA 3
13452,HXtX,HXtXfxCHsgaL,AFRICA      ,MOZAMBIQU6
14127,tNKR,tNKRw5xG,AFRICA      ,KENYA    4
8967,mfiQ,mfiQRde,AFRICA      ,KENYA    7
2767,UoWu,UoWuHj,AFRICA      ,ETHIOPIA 3
18834,GGlk,GGlk1VG,AFRICA      ,MOROCCO  2
17825,CH0,CH0gN,AFRICA      ,ETHIOPIA 1
10248,yqS1,yqS1wrop,AFRICA      ,ALGERIA  7
14925,kNaG4MGyt,Zum,AFRICA      ,KENYA    2
7457,4eZ3,4eZ31CZu8V2Gd,AFRICA      ,MOZAMBIQU8
11340,YIm,XrF,AFRICA      ,ETHIOPIA 7
1122,SFud,SFudm5,AFRICA      ,ALGERIA  7
14464,pzjH,pzjH6Y7O2t4zL,AFRICA      ,ALGERIA  4
4724,CjS2,CjS2G4,AFRICA      ,MOROCCO  8
10138,u0,Tv,AFRICA      ,ETHIOPIA 4
6785,2MP,2MP,AFRICA      ,ETHIOPIA 8
584,IMPg,IMPgwCyEjy9R02m,AFRICA      ,MOROCCO  1
13557,6pFsdfi,0,AFRICA      ,ETHIOPIA 9
7379,7kK,0,AFRICA      ,MOROCCO  2
14189,AOCj,0,AFRICA      ,ALGERIA  5
17090,uHafxuZ,1,AFRICA      ,ALGERIA  3
2882,d8hv9H,3,AFRICA      ,ETHIOPIA 8
13905,6f0awWQZ3zc,5,AFRICA      ,MOROCCO  7
9481,ECyvZw3sXc3zrGjwkjfN,6,AFRICA      ,MOROCCO  3
9091,PWL5xirKEcLrCcSaeET4,6,AFRICA      ,ETHIOPIA 0
18169,BUTXU3xu2APBUrIUZ0QUG,7,AFRICA      ,MOZAMBIQU4
15203,z42zOoLWPPjuwTTA7Tn,7,AFRICA      ,KENYA    6
3508,IGCPeQk6xsO,8,AFRICA      ,MOZAMBIQU1
16400,UKK,3.40E+10,AFRICA      ,MOZAMBIQU7
12499,00du,00duMvA,AFRICA      ,MOZAMBIQU6
9542,00EP,00EPhSC1WmRedCB8mR326j,AFRICA      ,MOZAMBIQU5
17047,8qx,02Hj1Sp,AFRICA      ,MOROCCO  8
14916,035x,035xAZ1oPhlA,AFRICA      ,MOROCCO  1
13739,04yn,04yniG19NxPbpwRwPJQPd,AFRICA      ,KENYA    4
48,076r,076rIcJpxB,AFRICA      ,ALGERIA  8
19244,08Mj,08Mjzs0I9sPNeaTVD3O6iAG0,AFRICA      ,ALGERIA  6
19589,09rT,09rTSYksv2,AFRICA      ,KENYA    9
12378,0a5D,0a5D9Kp5,AFRICA      ,ALGERIA  7
1559,0Acs,0AcsnpmbGIXsBMA4uVD4,AFRICA      ,ALGERIA  1
691,0aGn,0aGn3Vcf6ZKi8,AFRICA      ,MOZAMBIQU4
9680,0ao,0aoTnncJfhUaM,AFRICA      ,ALGERIA  1
19955,4PzopPY,0bC3qPeAAFBRei,AFRICA      ,MOROCCO  0
17152,iiBR,0c0ZsLGhzKk,AFRICA      ,MOZAMBIQU5
6070,0ctO,0ctOCFAWQUhKvO13tQj,AFRICA      ,KENYA    5
5449,0d7P,0d7PwD1,AFRICA      ,ALGERIA  7
17812,zcPguqUbWhW2jMddL,0dC0K,AFRICA      ,MOZAMBIQU9
19499,0dIy,0dIyaDgMcwrV,AFRICA      ,KENYA    5
8976,0GPB,0GPBT81air9nL4Y5YgTGo,AFRICA      ,ALGERIA  2
7065,0HVs,0HVs4s0WS575LD,AFRICA      ,KENYA    9
8928,R9uzBjmJ3IkS,0IQ4YgN,AFRICA      ,MOZAMBIQU0
2042,0iRC,0iRCqCPMvmevMk,AFRICA      ,KENYA    0
14646,0J61,0J61azmqbDLjoQcT,AFRICA      ,MOZAMBIQU3
11153,0Ja,0JaZuInTLS8,AFRICA      ,MOZAMBIQU8
12675,0Jfk,0Jfk8n,AFRICA      ,KENYA    3
19960,0jT8,0jT8wWB6TW6erfaZxkQoJjAy,AFRICA      ,ETHIOPIA 2
18899,vbtEUtORIQbR5jt72o,0K0,AFRICA      ,ALGERIA  1
6648,0kh0,0kh0KKKu2Lc2borNoJUDo6,AFRICA      ,ALGERIA  0
6362,0kT5,0kT5kxTe7kGeulSJKwQ,AFRICA      ,MOROCCO  2
8688,0L9G,0L9GYQhwdfOnHnzXt,AFRICA      ,KENYA    1
11380,0Lfm,0LfmTB,AFRICA      ,ETHIOPIA 1
9000,0lGo,0lGovpOoq9yY,AFRICA      ,ETHIOPIA 1
16327,W,0m7K,AFRICA      ,MOZAMBIQU1
16458,0N1Q,0N1QODb,AFRICA      ,MOZAMBIQU0
6277,0nga,0ngaWoV9e2bU0djpyDAZXmzT,AFRICA      ,ALGERIA  0
769,0Nks,0NkszIB,AFRICA      ,ETHIOPIA 3
9856,0Ob4,0Ob4HIy1RZmo2,AFRICA      ,MOROCCO  8
7307,0OQ,0OQFQ5qB,AFRICA      ,MOZAMBIQU8
6186,0OvG,0OvGbhwcGbjDIwX1,AFRICA      ,MOZAMBIQU1
16379,0pQr,0pQrm1,AFRICA      ,KENYA    7
3341,0Qqv,0QqvX6fmZuwOo1,AFRICA      ,MOROCCO  4
17600,0reJ,0reJ6NFkdlivMJ,AFRICA      ,ETHIOPIA 4
19633,0Rhc,0Rhcxp1,AFRICA      ,MOZAMBIQU0
15027,0Rqb,0Rqbci,AFRICA      ,KENYA    6
19624,0svt,0svt1jaPFCYkYCsdtcq1P39Y,AFRICA      ,MOZAMBIQU8
13775,0tSHFV5,0tSH,AFRICA      ,MOROCCO  1
3473,0uul,0uul12oqPJAow,AFRICA      ,ETHIOPIA 3
5883,0VPy,0VPy7u,AFRICA      ,KENYA    7
5867,0wom,0womyuBXWz0qrCjzxb,AFRICA      ,MOROCCO  5
15014,0xbR,0xbRnWS7alniKplW,AFRICA      ,KENYA    1
4766,0XUa,0XUapDn,AFRICA      ,KENYA    4
2133,0YMC,0YMC1keaKQKnTAOv,AFRICA      ,KENYA    0
5535,0Znc,0ZnctcM,AFRICA      ,MOROCCO  4
16174,10UX,10UXJfFRsTYXem,AFRICA      ,MOROCCO  5
19165,lKs,11SgSaUYvHRXOSZ,AFRICA      ,MOZAMBIQU1
6665,120m,120mz7tiyBDGtsR45IRHMXfT,AFRICA      ,ALGERIA  8
7060,13R9,13R96f8ig3Px,AFRICA      ,KENYA    3
9421,15gu,15gunMUlg9R5QCy,AFRICA      ,KENYA    5
14571,15Qe,15QemeSTkg,AFRICA      ,MOROCCO  5
1804,17nK,17nKjq3RtVNoVtOnv5g,AFRICA      ,MOROCCO  0
18539,19h9,19h9APMnP,AFRICA      ,MOROCCO  0
11845,nIIu5,1A,AFRICA      ,MOROCCO  7
9001,1ayb,1aybS71TRQ47KLtvDD,AFRICA      ,MOZAMBIQU8
1092,1CqA,1CqAYgU,AFRICA      ,MOROCCO  1
7979,1cR,1cRzNxMfGcFvnW7K1Wm,AFRICA      ,KENYA    2
17903,1dhe,1dhezb,AFRICA      ,MOROCCO  8
13964,1DnD,1DnDnpigkF3Ve,AFRICA      ,ALGERIA  4
15687,1EVG,1EVGvC6FP51WKs7UiOHeU,AFRICA      ,ETHIOPIA 1
11843,88tqwoK1n3xe0aktA,1fO4,AFRICA      ,MOROCCO  7
16417,1fXr,1fXrBMxe,AFRICA      ,MOROCCO  8
19440,1gGP,1gGPR5CX93P,AFRICA      ,MOROCCO  2
19610,c,1gKzK9bp,AFRICA      ,MOZAMBIQU0
11463,1h9x,1h9xBXKm8ama7eo69JVxfcnG,AFRICA      ,ALGERIA  2
994,1HN,1HNM5Wf7RngCBEGwXer4P,AFRICA      ,MOZAMBIQU3
16516,1HTV,1HTV0vXJXC96hcZoDCt7f,AFRICA      ,MOZAMBIQU2
8353,1iBi,1iBiisI73i5UItMQTGZNTeqS,AFRICA      ,ALGERIA  8
7462,K,1IsQLoTOKo0KsApweXq2x,AFRICA      ,MOZAMBIQU8
7066,1jDa,1jDaBVUqsM,AFRICA      ,KENYA    7
1970,6RQ8I,1k,AFRICA      ,KENYA    8
14895,yF,1k6,AFRICA      ,MOZAMBIQU7
2869,1K8x,1K8xac5OX3qqn,AFRICA      ,MOROCCO  1
10581,B,1kB49PDkMzTk,AFRICA      ,MOROCCO  7
17524,1Kg,1KgKUQ4,AFRICA      ,KENYA    0
8546,1KHQ,1KHQypVMR39,AFRICA      ,MOROCCO  4
17598,1LEm,1LEme3,AFRICA      ,ALGERIA  0
12467,1Msc,1MscvV0f,AFRICA      ,KENYA    3
3183,1n1A,1n1Aj5O58vVAEF5ZIxg,AFRICA      ,MOROCCO  0
17110,1nc1,1nc1BVoOk,AFRICA      ,ALGERIA  7
9370,1O2p,1O2p9byAIffqOrcYQLppi,AFRICA      ,ALGERIA  3
15869,1pbm,1pbmsMfn9,AFRICA      ,MOROCCO  6
1871,1pYJ,1pYJks3SW,AFRICA      ,MOROCCO  1
7023,1R6,1R63Ld3nViOjdWsQ1,AFRICA      ,KENYA    2
17639,1ReU,1ReUTDTeEY9iX3n6H2cc,AFRICA      ,MOZAMBIQU3
11704,iIlAu1kECvuj8i,1UO2,AFRICA      ,KENYA    4
10140,EoI,1v2,AFRICA      ,MOROCCO  5
3331,1w4w,1w4wen4,AFRICA      ,ALGERIA  2
14263,1xDO,1xDOYqc,AFRICA      ,MOZAMBIQU6
19374,1xgN,1xgNyhohf,AFRICA      ,ALGERIA  1
16264,1xMO,1xMOXnang0RxzN8XYcgk71,AFRICA      ,MOZAMBIQU5
5866,1Y4B,1Y4B2fqQutDlYrcUk,AFRICA      ,MOROCCO  4
10070,y0qL1k,1ZedyEd2,AFRICA      ,ETHIOPIA 1
15230,Or3QUJ,1ZGK,AFRICA      ,ALGERIA  2
8137,1zR5,1zR5xOyD,AFRICA      ,MOZAMBIQU6
15112,20Yf,20Yfvldksm,AFRICA      ,ETHIOPIA 8
8153,217B,217BcnhyXGb9ZbB3R,AFRICA      ,MOZAMBIQU3
18928,I,21qX7Y7a,AFRICA      ,MOROCCO  8
9748,8Eb0,21wMGl,AFRICA      ,MOZAMBIQU7
16322,22wm,22wmvyrRQ,AFRICA      ,MOZAMBIQU9
5879,23xr,23xrzdeB3f7quFU,AFRICA      ,MOROCCO  5
15477,24mM,24mMmWn,AFRICA      ,MOZAMBIQU9
11740,Dass,26NHrNUlTg8G,AFRICA      ,MOROCCO  5
17495,29FP,29FPwSNHB,AFRICA      ,MOROCCO  1
18934,29hA,29hAYSIuT5TlvaOphIH7l,AFRICA      ,MOZAMBIQU3
15867,29Ry,29Rymuq,AFRICA      ,KENYA    7
18110,29UW,29UWO4qRqQl1V5uQNQ7xz3V,AFRICA      ,MOZAMBIQU1
17180,2a2w,2a2wVyesmN,AFRICA      ,KENYA    5
15086,2aSu,2aSug2QGBo,AFRICA      ,ETHIOPIA 7
4820,2B8Z,2B8ZFoKX2,AFRICA      ,ALGERIA  8
9811,2btn,2btnttRXIVsQ3,AFRICA      ,ETHIOPIA 4
15772,2D0z,2D0z5BLgUH,AFRICA      ,ETHIOPIA 3
2970,2d6M,2d6Msy6bkxnizKT,AFRICA      ,MOZAMBIQU8
15464,2dfo,2dfojZKC,AFRICA      ,MOROCCO  6
10377,2DHV,2DHVA0O5tpxXmtB,AFRICA      ,ALGERIA  4
8672,Jrwe4HlfCYxncIbrRQa9,2E,AFRICA      ,ETHIOPIA 9
10390,vqLlhMEYsDRl,2e1TBl,AFRICA      ,MOROCCO  2
3641,2.00E+96,2e965GU3vg1,AFRICA      ,KENYA    5
13746,u3jNkeERE,2F5d,AFRICA      ,KENYA    4
4005,2GaT,2GaT5hBFVwc1F,AFRICA      ,ETHIOPIA 0
15349,2giJ,2giJ8qiNVNCl3H,AFRICA      ,ALGERIA  7
19241,2gU7,2gU71Q2zb0FHWvo,AFRICA      ,ALGERIA  2
9410,2iyh,2iyhdLEK1TcKZ8i,AFRICA      ,ALGERIA  0
16745,2JXA,2JXAXybu,AFRICA      ,KENYA    5
5012,2jZ7,2jZ7w8PTTdn,AFRICA      ,KENYA    6
6604,HEvb8UQZ,2kkXNYhiZYchc,AFRICA      ,ETHIOPIA 6
1965,2LSR,2LSRMw3DF0adMXUiSUt5vB,AFRICA      ,MOROCCO  1
5227,2MmH,2MmHSNUE,AFRICA      ,KENYA    2
802,2nGW,2nGW8ywISKfBYff,AFRICA      ,ALGERIA  5
7538,2nht,2nhtCuy,AFRICA      ,KENYA    9
660,2nWL,2nWLBKtu,AFRICA      ,ALGERIA  8
3860,MTeMlPWvXO,2oBkcB9O,AFRICA      ,MOZAMBIQU8
18255,2ofV,2ofVqJKNrPV7,AFRICA      ,ETHIOPIA 0
14631,GVdfm8zIfRaU,2oJAwBcTH,AFRICA      ,ALGERIA  3
9897,2P3v,2P3vGrimyEZ83bWbbFA,AFRICA      ,MOROCCO  6
7722,2PcL,2PcLCMaQPyCkxRv7,AFRICA      ,MOZAMBIQU1
18401,uOD1aRv,2PG8DZeWNYt,AFRICA      ,MOROCCO  7
325,2riW,2riWXxFXyQYI2EH4dQ8esN,AFRICA      ,MOROCCO  1
2581,2Sia,2SiahrhNuBpoZzuffViUH,AFRICA      ,ALGERIA  8
6188,2SVj,2SVj1VL,AFRICA      ,MOROCCO  3
519,2UGM,2UGMU3RhYB3,AFRICA      ,ETHIOPIA 4
16016,ZMU2,2uPjR,AFRICA      ,MOROCCO  8
107,2vKU,2vKUW710ATl9ACXtE,AFRICA      ,MOROCCO  8
4974,2vLn,2vLn7llAYKwz7nlkk,AFRICA      ,ALGERIA  8
5871,2VtD,2VtDu4yO5lIOR,AFRICA      ,ETHIOPIA 6
18786,2vyD,2vyDjvJ3,AFRICA      ,MOZAMBIQU8
11445,2WA3,2WA3nP,AFRICA      ,ALGERIA  5
12445,uCsy2vX09,2Wc,AFRICA      ,ETHIOPIA 6
11664,2Wwt,2Wwt2hfJLkYzGZ6vRJxRLRCm,AFRICA      ,MOZAMBIQU0
2243,2xzf,2xzfRw3USJFD7Dnn,AFRICA      ,ALGERIA  8
12658,ASZ3OjZRNqRE,2y3IGChZi36,AFRICA      ,ALGERIA  0
17207,2Yfh,2YfhMjYAPDls5sbgBipXYN,AFRICA      ,MOZAMBIQU0
3971,2YXA,2YXAzfx0F3,AFRICA      ,MOZAMBIQU8
17506,2ZCj,2ZCjsBXlAAgHsBMP6HT,AFRICA      ,ETHIOPIA 4
3008,2zM4,2zM4tbxEKg3N,AFRICA      ,ETHIOPIA 2
1784,2zSa,2zSaBQOj1LP5hU,AFRICA      ,MOROCCO  2
14417,30YW,30YWLy,AFRICA      ,MOZAMBIQU4
14112,3k1uG0UTFoV,32C,AFRICA      ,ETHIOPIA 8
8500,33PT,33PTzti,AFRICA      ,MOROCCO  0
8671,36rO,36rO8cjjgTJClX0hBOhAQ,AFRICA      ,MOZAMBIQU2
4089,36Xj,36XjDQjraczvR,AFRICA      ,MOROCCO  2
19421,3aKr,3aKr61C,AFRICA      ,MOZAMBIQU8
5235,3aZ5,3aZ5fNT06E5F2jFP,AFRICA      ,ALGERIA  2
14152,3b3U,3b3UZR1cLSB1XBfb27tVDedy,AFRICA      ,ETHIOPIA 9
17142,3BU7,3BU7vGtSAjHNj8Yy1D5hM,AFRICA      ,ETHIOPIA 7
13519,3c5t,3c5tV3zyYFh4AW6Tt538XL,AFRICA      ,MOROCCO  3
10649,3dkU,3dkUZSfLDYZNmmpNGzX,AFRICA      ,ALGERIA  1
4533,3DSu,3DSufUeTxO,AFRICA      ,KENYA    2
16492,3eP,3eParXbn,AFRICA      ,MOZAMBIQU8
3321,3Eto,3EtoHc,AFRICA      ,MOROCCO  0
19771,3Gb2,3Gb2pvno7c3F1gBj8azVH,AFRICA      ,MOROCCO  9
11799,gHj5BbKcRWNKWamg,3ghs,AFRICA      ,ALGERIA  4
540,3GQ3,3GQ3xY,AFRICA      ,MOZAMBIQU1
14312,3grK,3grKyqemtkPSxSBr89w0N,AFRICA      ,MOZAMBIQU0
13262,3gUZ,3gUZmiRCHuXKwko,AFRICA      ,MOROCCO  2
3019,3HQV,3HQV5Zj2E,AFRICA      ,MOZAMBIQU5
3619,3hZZ,3hZZUNxLh8LAUuKF1F,AFRICA      ,KENYA    4
17586,3I9arREnV6pQKpa,3I9a,AFRICA      ,KENYA    8
1993,3ISa,3ISa9E1nF5B1L4S9jPv0O,AFRICA      ,ALGERIA  6
9359,3IV3,3IV35dUbI72o,AFRICA      ,MOROCCO  9
5207,3j4j,3j4jfdoB,AFRICA      ,KENYA    2
15944,q2E0574SoGABr,3jo,AFRICA      ,ALGERIA  2
6305,ZUmH,3kiOXTvie0AGLrDwk5d,AFRICA      ,ALGERIA  5
13402,3kIt,3kIt3fFIBJLDKwT,AFRICA      ,KENYA    8
19048,3KrW,3KrWXQUxLrf6qnA6t,AFRICA      ,KENYA    4
11884,3Lqn,3Lqn2GD,AFRICA      ,ETHIOPIA 7
4683,3lS9,3lS9YB7XwE,AFRICA      ,ALGERIA  5
14343,3nNqZco6vHAiW3r4Fc7,3nNq,AFRICA      ,MOZAMBIQU0
10003,3nyx,3nyxHuOl6rb628uPOA,AFRICA      ,ETHIOPIA 2
4593,3Nz2,3Nz2Y3KI2GsoxTlYdp6JLHw,AFRICA      ,KENYA    4
12550,3O7k,3O7kQw9NbS1CwuSrEC5IYd,AFRICA      ,KENYA    6
18433,3pOS,3pOSCDPSoKBluGHP9VGc1,AFRICA      ,MOROCCO  7
17041,I3l4t3q0Rrg6W,3puD,AFRICA      ,ALGERIA  9
12795,3Q9Z,3Q9ZwuFa7yhNn,AFRICA      ,MOZAMBIQU6
19438,0uLfvqlp1zHB5,3rSPW,AFRICA      ,ETHIOPIA 4
6053,3sAU,3sAUNz3HmLQ2,AFRICA      ,MOROCCO  2
14418,3Vax,3VaxnotkS74tLtgdCwv,AFRICA      ,ALGERIA  8
8644,3Vbk,3VbkxbJU2XU5e4uqU,AFRICA      ,MOROCCO  5
10918,aiixLXBx8Q,3VMhJa059F8,AFRICA      ,KENYA    0
19928,3X37,3X37CnbhrKCE,AFRICA      ,MOROCCO  9
9106,3yr2,3yr2NvDbcsJuQ23AboFtpu9P,AFRICA      ,ALGERIA  9
123,3zcD,3zcDQRm9SeHwg,AFRICA      ,ETHIOPIA 0
14526,3Zp1,3Zp18imQaErAK,AFRICA      ,ETHIOPIA 9
7117,3zUk,3zUkumFA,AFRICA      ,KENYA    7
9487,42Jc,42Jc0RDvc,AFRICA      ,KENYA    4
2768,45mD,45mD2QybZLMLD9pt7vKMJR,AFRICA      ,ETHIOPIA 3
2199,460x,460xGItUvCLDFGE4J,AFRICA      ,ETHIOPIA 2
5309,46FI,46FIwz7v9Rq,AFRICA      ,ETHIOPIA 2
6562,V3idcod02PG7X4Vm,48CZw,AFRICA      ,KENYA    9
15631,4AAy,4AAykTFFV6CEz,AFRICA      ,MOROCCO  2
19854,4Ahl,4AhlT0MtWqzMM5,AFRICA      ,KENYA    7
4675,4AXt,4AXtZU0IfFIi8R1wJEWI,AFRICA      ,ETHIOPIA 7
18912,prTexJ9,4bK,AFRICA      ,MOROCCO  7
9927,4BSB,4BSBW2yLhseQUvW,AFRICA      ,KENYA    0
6018,4df2,4df2JTOLBd,AFRICA      ,ALGERIA  5
2557,4efG,4efGEXhSEpco8P0iX94V,AFRICA      ,ALGERIA  0
16655,4Efl,4EfloFeGZNbwnaEt,AFRICA      ,KENYA    2
935,4G57,4G57WIwMy2Xh5TUjqGN,AFRICA      ,ALGERIA  8
10591,Rceq504f7EmL,4GM,AFRICA      ,MOROCCO  5
